company_id,contract_months,monthly_fee,active_users_ratio,login_freq_per_week,feature_usage_score,support_tickets_90d,nps_score,payment_delays_count,churned
C-2459,5,81508,0.55,10.7,0.0,12,1,1,1
C-2460,20,15683,0.29,3.8,0.73,18,1,3,1
C-2461,3,28664,0.44,2.8,0.68,15,10,1,0
C-2462,33,38172,0.59,5.8,0.41,3,3,3,1
C-2463,9,88641,0.52,10.9,0.66,2,1,1,0
C-2464,9,69340,0.21,13.2,0.95,14,7,3,1
C-2465,4,92236,0.68,6.3,0.25,14,4,2,0
C-2466,35,16017,0.17,11.0,0.25,17,0,0,1
C-2467,17,41613,0.44,6.9,0.19,6,5,3,1
C-2468,34,91130,0.74,4.5,0.72,19,6,2,0
C-2469,24,81920,0.12,10.5,0.35,4,0,4,1
C-2470,32,35348,0.61,11.3,0.99,7,2,3,1
C-2471,1,21448,0.4,3.2,0.71,9,8,1,0
C-2472,8,14491,0.11,4.6,0.37,0,6,0,1
C-2473,23,83648,0.27,7.2,0.15,10,3,2,1
C-2474,12,63759,0.95,3.0,0.59,2,5,2,0
C-2475,12,49553,0.57,13.0,0.29,2,5,0,0
C-2476,15,5968,1.0,8.5,0.91,14,2,3,1
C-2477,19,5368,0.57,2.1,0.44,16,1,1,0
C-2478,26,78960,0.59,3.0,0.29,17,4,4,0
C-2479,29,40010,0.45,13.4,0.59,7,7,3,0
C-2480,22,59154,0.38,10.5,0.14,12,2,0,1
C-2481,21,40851,0.33,10.4,0.56,9,4,3,0
C-2482,20,30496,0.41,1.5,0.06,2,2,3,1
C-2483,29,35936,0.51,12.6,0.61,19,6,0,0
C-2484,4,83858,0.27,6.5,0.53,13,5,0,1
C-2485,7,72005,0.3,9.4,0.52,12,5,4,1
C-2486,28,42493,0.34,13.5,0.68,2,0,0,0
C-2487,28,74795,0.5,1.9,0.04,12,1,0,1
C-2488,4,41390,0.69,7.0,0.46,19,5,0,0
C-2489,22,15292,0.87,1.2,0.44,8,7,2,0
C-2490,12,97377,0.36,7.2,0.46,15,4,0,0
C-2491,3,33365,0.27,3.9,0.98,7,1,0,0
C-2492,22,22207,0.44,12.8,0.14,11,4,0,0
C-2493,2,27912,0.9,5.9,0.69,11,8,4,0
C-2494,24,85771,0.11,9.1,0.4,18,5,3,0
C-2495,34,61572,0.71,12.1,0.51,16,4,0,0
C-2496,27,24276,0.53,13.8,0.76,14,9,0,0
C-2497,1,10534,0.24,7.3,0.16,17,5,4,0
C-2498,8,97005,0.39,6.7,0.76,6,10,3,1
C-2499,23,40670,0.3,1.5,0.07,12,8,4,1
C-2500,6,67147,0.89,0.7,0.48,18,6,1,1
C-2501,22,41486,0.53,8.7,0.74,15,9,1,0
C-2502,25,70557,0.61,1.4,0.19,10,2,1,1
C-2503,18,39268,0.63,5.6,0.77,4,9,0,0
C-2504,17,86335,0.68,0.5,0.17,1,9,4,1
C-2505,12,31336,0.55,8.8,0.8,0,4,0,0
C-2506,6,8641,0.12,6.2,0.47,15,3,1,0
C-2507,26,92132,0.4,2.2,0.68,4,10,3,0
C-2508,27,37959,0.27,4.5,0.92,6,4,3,1
C-2509,8,18306,0.71,8.2,0.41,8,7,4,0
C-2510,19,51182,0.15,9.4,0.23,3,10,3,1
C-2511,1,79123,0.61,6.7,0.87,18,5,1,0
C-2512,29,61326,0.29,11.4,0.16,19,3,4,1
C-2513,35,26498,0.95,2.0,0.63,14,4,4,0
C-2514,14,75198,0.4,1.6,0.92,6,10,1,0
C-2515,35,32197,0.39,1.1,0.67,17,6,1,0
C-2516,20,25719,0.93,7.7,0.2,4,7,1,0
C-2517,13,95201,0.48,10.0,0.15,12,4,1,0
C-2518,8,30032,0.97,2.3,0.25,2,1,4,1
C-2519,20,64624,0.12,9.1,0.39,5,5,3,1
C-2520,33,83177,0.38,6.9,0.16,11,8,1,0
C-2521,26,46964,0.7,13.8,0.8,17,2,2,1
C-2522,21,35028,0.9,10.2,0.36,17,6,4,1
C-2523,9,59646,0.33,9.4,0.94,3,7,0,0
C-2524,24,86187,0.94,8.2,0.84,19,5,3,0
C-2525,17,13536,0.63,14.0,0.91,13,2,4,1
C-2526,24,61747,0.82,13.7,0.29,13,0,1,1
C-2527,21,50712,0.46,7.8,0.57,0,2,2,0
C-2528,13,11273,0.29,6.6,0.32,10,10,0,1
C-2529,11,76820,0.92,6.7,0.26,8,5,3,0
C-2530,19,96228,0.94,6.3,0.61,17,10,1,0
C-2531,11,79353,0.55,7.7,0.82,4,3,4,0
C-2532,13,99491,0.11,4.2,0.09,9,0,4,1
C-2533,1,97091,0.2,13.0,0.28,14,5,3,1
C-2534,19,90914,0.62,7.1,0.21,9,0,2,1
C-2535,12,55830,0.12,11.9,0.8,15,7,1,0
C-2536,8,22127,0.46,6.9,0.93,3,2,3,1
C-2537,8,88488,0.37,10.2,0.08,3,2,3,1
C-2538,12,16539,0.74,5.0,0.38,7,0,4,1
C-2539,33,51761,0.15,8.9,0.91,5,2,3,1
C-2540,26,51219,0.54,7.2,0.34,10,6,0,0
C-2541,28,19692,0.62,5.5,0.71,12,9,0,0
C-2542,5,88656,0.66,12.4,0.1,18,7,1,1
C-2543,8,18334,0.46,2.0,0.44,10,10,3,0
C-2544,25,33615,0.37,7.1,0.5,1,7,4,0
C-2545,27,12903,0.71,3.1,0.76,2,2,1,0
C-2546,23,33527,0.86,12.1,0.29,14,4,2,1
C-2547,30,20629,0.72,3.9,0.26,12,0,4,0
C-2548,23,63008,0.94,9.1,0.3,9,8,2,0
C-2549,20,88276,0.75,2.7,0.56,4,7,1,0
C-2550,18,31708,0.79,6.0,0.88,10,9,0,0
C-2551,18,15860,0.25,12.6,0.83,13,1,4,1
C-2552,2,22438,0.48,2.7,0.06,19,9,4,0
C-2553,4,72300,0.54,9.5,0.88,14,0,1,1
C-2554,30,76545,0.33,3.3,0.1,12,3,4,1
C-2555,33,25842,0.58,6.1,0.42,2,8,4,0
C-2556,18,65213,0.36,7.8,0.77,8,7,1,0
C-2557,19,47372,0.72,8.3,0.08,7,2,3,0
C-2558,28,73906,0.52,8.6,0.04,14,9,1,0
C-2559,20,43744,0.51,9.1,0.33,0,5,4,0
C-2560,33,62442,0.99,4.2,0.73,1,8,1,0
C-2561,12,90990,0.45,5.9,0.52,8,9,4,0
C-2562,15,8650,0.43,1.0,0.42,16,7,2,1
C-2563,2,50117,0.39,10.9,0.81,8,9,2,1
C-2564,29,96244,0.91,11.8,0.77,0,4,0,0
C-2565,10,57772,0.55,3.2,0.79,7,8,1,0
C-2566,2,8190,0.64,3.2,0.46,4,8,1,0
C-2567,11,53113,0.26,1.1,0.02,10,2,2,1
C-2568,13,13789,0.59,13.6,0.17,5,7,2,0
C-2569,10,37125,0.35,11.4,0.74,16,3,2,1
C-2570,14,22459,0.76,5.4,0.75,17,9,0,0
C-2571,18,40418,0.85,7.0,0.97,17,6,0,1
C-2572,9,52085,0.74,4.4,0.19,4,9,3,0
C-2573,28,23768,0.76,8.6,0.12,4,7,1,0
C-2574,3,54961,0.56,10.2,0.14,18,6,0,1
C-2575,20,86099,0.74,6.5,0.18,12,4,4,0
C-2576,6,32885,0.48,12.3,0.53,6,10,1,0
C-2577,27,92421,0.69,7.5,0.98,13,0,3,0
C-2578,2,66082,0.33,2.4,0.59,7,7,2,0
C-2579,29,11895,0.16,8.9,0.52,2,4,3,1
C-2580,3,55311,0.47,6.7,0.67,3,2,1,0
C-2581,16,94494,0.52,13.1,0.07,9,1,2,1
C-2582,30,72067,0.33,5.8,0.82,3,2,3,0
C-2583,2,76017,0.75,5.9,0.65,17,8,3,0
C-2584,17,28932,0.17,9.3,0.17,11,1,1,1
C-2585,12,26360,0.3,7.6,0.63,19,9,0,0
C-2586,35,59847,0.77,5.6,0.6,19,0,4,1
C-2587,1,95365,0.49,13.9,0.06,14,1,3,1
C-2588,15,90468,0.73,4.6,0.27,12,1,4,1
C-2589,26,43931,0.61,4.2,0.39,11,10,1,1
C-2590,21,60823,0.96,12.2,0.24,7,4,1,0
C-2591,31,43032,0.64,0.5,0.24,8,0,0,1
C-2592,25,86426,0.11,3.2,0.57,19,9,2,1
C-2593,23,23807,0.42,8.5,0.47,8,7,4,0
C-2594,24,16767,0.23,2.7,0.67,16,1,3,1
C-2595,28,13071,0.93,13.8,0.96,0,5,2,1
C-2596,21,58413,0.19,6.8,0.66,5,4,4,1
C-2597,18,31149,0.45,8.6,0.58,6,1,4,0
C-2598,35,20540,0.3,2.7,0.85,8,9,2,0
C-2599,9,75248,0.86,4.4,0.63,9,0,2,0
C-2600,30,96737,0.38,8.8,0.17,3,5,0,1
C-2601,34,90435,0.99,7.9,0.31,15,5,3,1
C-2602,32,24787,0.13,11.1,0.73,11,2,3,1
C-2603,3,25982,0.22,4.1,0.74,8,7,3,0
C-2604,3,27606,0.3,9.3,0.99,2,8,2,0
C-2605,28,15150,0.83,4.4,0.63,8,2,0,0
C-2606,15,90929,0.89,8.4,0.9,16,8,1,0
C-2607,23,51936,0.16,8.7,0.05,13,7,0,0
C-2608,11,98286,0.13,2.1,0.57,4,4,2,0
C-2609,32,13593,0.77,7.9,0.92,0,5,0,0
C-2610,33,22358,0.22,0.7,0.29,0,0,2,1
C-2611,24,87143,0.22,7.3,0.15,2,4,4,0
C-2612,34,42381,0.12,9.9,0.35,8,9,4,0
C-2613,28,95347,0.14,1.5,0.79,5,9,1,1
C-2614,7,33074,0.34,13.2,0.08,8,6,4,0
C-2615,4,25595,0.16,6.7,0.6,3,0,1,0
C-2616,1,49194,0.43,13.2,0.14,19,9,3,0
C-2617,1,54377,0.85,1.9,0.44,18,8,2,0
C-2618,20,31853,0.39,13.3,0.97,4,6,3,0
C-2619,19,78719,0.76,2.0,0.2,4,3,3,1
C-2620,29,25661,0.18,6.7,0.03,13,10,1,0
C-2621,10,55493,0.69,13.2,0.43,9,3,2,1
C-2622,18,41495,0.39,3.6,0.58,15,10,1,0
C-2623,28,18703,0.77,1.0,0.3,5,9,0,1
C-2624,35,58080,0.22,11.2,0.54,19,6,3,1
C-2625,31,35815,0.91,8.5,0.95,13,5,2,0
C-2626,27,34565,0.32,7.4,0.31,17,2,3,0
C-2627,11,68321,0.42,1.0,0.31,8,8,0,0
C-2628,5,63453,0.96,9.3,0.48,6,5,0,0
C-2629,8,93478,0.62,2.8,0.52,17,10,2,1
C-2630,34,38161,0.43,13.1,0.0,9,1,2,0
C-2631,12,60991,0.95,9.8,0.62,1,9,0,0
C-2632,1,14716,0.4,10.0,1.0,12,1,3,1
C-2633,31,38349,0.19,3.6,0.29,5,0,4,0
C-2634,4,52098,1.0,12.4,0.63,8,10,3,0
C-2635,5,5132,0.34,7.8,0.0,19,4,4,1
C-2636,30,56990,0.87,12.1,0.6,7,9,1,0
C-2637,24,73921,0.25,4.2,0.45,9,5,2,0
C-2638,3,41538,0.76,10.7,0.53,15,2,0,1
C-2639,11,12213,0.57,8.3,0.54,14,3,1,1
C-2640,4,49223,0.98,1.2,0.18,12,4,3,1
C-2641,26,96655,0.6,6.0,0.77,17,3,4,1
C-2642,27,73371,0.12,3.0,0.56,5,8,2,0
C-2643,27,73274,0.64,5.3,0.27,19,2,4,1
C-2644,6,9134,0.23,5.7,0.94,8,4,3,1
C-2645,15,96428,0.82,6.9,0.01,17,6,3,1
C-2646,30,44601,0.87,8.6,0.73,6,6,0,0
C-2647,35,78889,0.53,8.2,0.38,4,5,1,0
C-2648,23,20690,0.8,1.0,0.52,10,8,2,1
C-2649,6,6909,0.23,10.6,0.29,12,6,0,1
C-2650,4,96239,0.54,13.3,0.32,2,10,4,1
C-2651,18,85032,0.45,5.2,0.02,0,3,1,1
C-2652,9,17062,0.65,2.9,0.73,3,10,2,1
C-2653,29,80386,0.14,7.8,0.71,18,9,4,1
C-2654,13,98237,0.78,10.0,0.65,17,8,2,0
C-2655,17,39731,0.17,9.7,0.88,5,5,2,1
C-2656,32,10153,0.69,8.8,0.9,9,0,1,1
C-2657,22,15481,0.12,2.5,0.56,6,8,4,1
C-2658,4,71425,0.85,11.8,0.68,11,10,0,0
C-2659,5,68600,0.26,6.2,0.01,7,6,0,0
C-2660,13,89981,0.56,3.5,0.85,12,5,0,0
C-2661,34,76997,0.34,1.7,0.82,17,5,2,1
C-2662,22,33205,0.75,6.1,0.02,13,3,3,1
C-2663,23,93887,0.39,8.8,0.54,10,3,1,1
C-2664,3,86542,0.75,9.5,0.91,9,10,0,0
C-2665,34,49149,0.36,13.5,0.18,5,2,1,1
C-2666,32,54112,0.78,2.6,0.35,12,7,2,0
C-2667,21,15940,0.13,13.8,0.33,9,7,1,0
C-2668,21,64010,0.35,9.3,0.36,11,1,0,1
C-2669,11,81794,0.55,6.6,0.04,0,4,0,1
C-2670,4,29485,0.14,12.5,0.28,17,8,2,0
C-2671,1,94299,0.27,9.9,0.29,12,8,2,1
C-2672,28,6067,0.94,5.2,0.87,3,6,4,0
C-2673,24,25607,0.98,12.4,0.35,5,3,2,0
C-2674,35,66597,0.77,9.5,0.45,17,3,3,1
C-2675,13,79554,0.33,9.9,0.38,4,9,3,0
C-2676,34,53521,0.33,12.6,0.12,17,10,0,1
C-2677,11,20187,0.68,6.6,0.99,4,6,2,0
C-2678,17,8985,0.21,9.4,0.83,6,2,3,1
C-2679,35,48052,0.95,10.6,0.54,8,2,3,0
C-2680,18,24563,0.3,6.6,0.48,2,4,4,1
C-2681,22,52322,1.0,1.6,0.65,11,10,2,1
C-2682,24,66245,0.55,10.9,0.33,19,5,4,0
C-2683,19,56514,0.79,1.1,0.05,13,7,1,1
C-2684,21,23608,0.1,10.2,0.4,7,0,4,1
C-2685,8,72262,0.9,12.8,0.98,11,6,1,0
C-2686,28,97118,0.34,5.2,0.18,6,7,1,0
C-2687,5,76327,0.7,1.9,0.53,8,4,2,1
C-2688,17,62225,0.83,3.6,0.01,11,9,1,0
C-2689,19,78994,0.25,8.1,0.12,3,1,1,1
C-2690,27,22221,0.5,13.2,0.59,4,3,4,0
C-2691,34,53506,0.54,7.4,0.3,8,5,2,0
C-2692,11,25968,0.38,2.0,0.91,6,8,2,1
C-2693,12,87606,0.53,9.0,0.41,13,1,1,1
C-2694,21,32937,0.39,10.4,0.21,19,3,4,1
C-2695,11,67435,0.42,5.8,0.55,16,9,4,1
C-2696,28,54508,0.7,10.2,0.79,0,4,4,0
C-2697,5,46831,0.67,4.9,0.02,14,7,4,1
C-2698,17,47933,0.31,11.2,0.51,14,7,0,0
C-2699,20,52307,0.91,5.1,0.77,0,1,1,1
C-2700,12,53340,0.88,4.0,0.1,14,5,1,1
C-2701,6,91338,0.56,12.4,0.9,1,5,1,0
C-2702,17,48601,0.49,7.9,0.26,3,4,2,1
C-2703,19,80956,0.44,4.3,0.17,16,7,2,1
C-2704,26,77178,0.74,13.1,0.59,15,9,4,0
C-2705,32,90311,0.7,9.8,0.18,17,1,2,1
C-2706,6,33754,0.28,3.5,0.68,15,1,3,1
C-2707,11,48310,0.7,8.8,0.49,7,6,1,0
C-2708,33,74893,0.33,12.2,0.11,5,8,1,0
C-2709,24,91799,0.12,9.9,0.91,19,2,0,1
C-2710,23,53367,0.73,3.8,0.67,1,6,0,0
C-2711,15,18201,0.68,9.3,0.55,18,2,3,0
C-2712,27,7739,0.47,8.9,0.37,12,5,0,0
C-2713,11,18231,0.57,11.6,0.13,5,2,4,1
C-2714,17,47495,0.95,2.9,0.71,5,0,4,1
C-2715,14,26168,0.64,9.9,0.81,12,5,1,1
C-2716,27,37624,0.69,0.9,0.13,0,10,4,0
C-2717,18,15635,0.16,9.9,0.49,8,2,0,1
C-2718,28,14964,0.25,13.5,0.48,11,0,3,1
C-2719,4,32785,0.37,2.9,0.35,11,4,4,1
C-2720,7,87797,0.59,4.7,0.79,3,7,1,0
C-2721,35,89790,0.8,8.4,0.1,18,7,1,0
C-2722,9,81928,0.39,10.4,0.21,15,7,0,0
C-2723,8,17336,0.42,5.1,0.0,11,2,4,1
C-2724,17,82475,0.33,9.5,0.37,0,7,0,0
C-2725,17,32412,0.33,12.6,0.29,3,3,1,1
C-2726,33,87212,0.95,10.3,0.87,8,7,3,0
C-2727,32,80379,0.67,10.1,0.75,6,2,4,1
C-2728,8,50591,0.24,5.7,0.08,9,2,3,1
C-2729,19,66750,0.75,12.8,0.74,12,0,4,1
C-2730,3,95648,0.75,4.2,0.68,7,7,1,0
C-2731,5,40454,0.7,3.3,0.28,19,7,4,0
C-2732,13,67672,0.22,5.4,0.02,9,8,1,0
C-2733,31,32228,0.47,9.3,0.12,9,5,2,0
C-2734,16,19429,0.2,12.1,0.25,7,1,1,0
C-2735,32,89294,0.83,2.3,0.82,19,0,1,1
C-2736,22,72808,0.69,11.5,0.47,14,7,4,0
C-2737,29,87886,0.56,11.5,0.92,0,9,3,0
C-2738,22,58015,0.41,8.4,0.79,14,3,1,0
C-2739,3,93074,0.27,10.8,0.29,16,10,4,1
C-2740,10,73936,0.2,3.0,0.85,12,10,1,0
C-2741,21,85907,0.97,2.8,0.12,11,6,0,0
C-2742,16,62378,0.28,12.1,0.04,2,9,0,0
C-2743,12,42310,0.15,7.2,0.61,18,3,0,1
C-2744,2,88683,0.97,3.8,0.34,4,0,0,0
C-2745,24,73827,0.59,9.8,0.33,2,7,3,0
C-2746,35,40256,0.82,12.5,0.69,4,9,1,0
C-2747,30,81428,0.14,9.0,0.85,8,8,0,0
C-2748,30,43889,0.61,5.2,0.32,5,9,4,0
C-2749,35,56428,0.46,7.0,0.33,15,8,0,1
C-2750,19,42207,0.79,10.7,0.53,9,8,2,0
C-2751,8,55255,0.13,1.4,0.65,15,10,2,1
C-2752,26,96531,0.46,3.4,0.2,2,10,3,0
C-2753,7,10409,0.82,6.7,0.91,17,3,2,1
C-2754,30,47438,0.57,8.7,0.65,10,8,4,1
C-2755,7,12869,0.6,5.1,0.63,18,10,0,0
C-2756,3,61862,0.19,4.5,0.9,14,3,2,1
C-2757,1,92937,0.22,1.1,0.91,10,1,2,1
C-2758,25,30958,0.71,0.9,0.14,9,9,3,1
C-2759,1,81302,0.71,4.3,0.15,8,2,2,1
C-2760,15,24768,0.98,7.7,0.76,2,1,0,0
C-2761,13,31145,0.74,8.0,0.96,8,0,1,1
C-2762,8,80622,0.54,7.2,0.67,17,10,0,0
C-2763,5,31442,0.87,6.0,0.41,11,5,2,1
C-2764,9,86948,0.19,3.9,0.68,15,3,2,1
C-2765,1,30596,0.5,5.9,0.23,3,6,2,0
C-2766,35,80791,0.36,2.4,1.0,0,6,3,0
C-2767,2,47406,0.19,2.1,0.43,12,9,4,1
C-2768,23,45524,0.79,4.5,0.93,7,0,0,0
C-2769,9,28332,0.56,13.9,0.43,5,8,2,0
C-2770,34,20764,0.6,4.9,0.93,7,7,1,0
C-2771,14,32563,0.47,13.1,0.34,18,9,3,0
C-2772,4,92675,0.51,5.8,0.76,11,0,4,0
C-2773,30,41370,0.2,6.4,0.95,0,7,2,0
C-2774,31,10062,0.71,11.3,0.65,3,4,0,1
C-2775,11,49645,0.49,1.8,0.68,12,0,1,1
C-2776,35,12244,0.84,3.0,0.1,16,3,3,0
C-2777,8,11372,0.28,13.6,0.47,18,6,0,1
C-2778,3,90501,0.28,7.3,0.89,18,4,0,1
C-2779,14,69471,0.68,1.1,0.24,4,10,3,1
C-2780,13,21956,0.86,1.1,0.79,10,2,0,1
C-2781,32,45473,0.52,12.7,0.68,6,10,1,0
C-2782,34,18894,0.75,12.3,0.22,2,3,1,1
C-2783,19,74586,1.0,6.7,0.28,10,1,0,0
C-2784,16,21709,0.99,2.7,0.43,16,7,2,1
C-2785,2,86258,0.77,11.7,0.13,10,1,0,0
C-2786,17,20210,0.77,4.9,0.91,14,10,2,0
C-2787,34,54510,0.32,6.2,0.74,18,5,0,0
C-2788,16,43674,0.85,9.7,0.36,7,6,4,0
C-2789,2,22733,0.46,5.3,0.3,15,6,1,0
C-2790,2,25080,0.97,9.0,0.69,14,0,0,0
C-2791,26,58412,0.17,12.5,0.42,2,7,1,1
C-2792,13,63971,0.49,11.3,0.23,5,8,3,0
C-2793,31,44709,0.6,5.7,0.43,2,6,4,0
C-2794,34,64846,0.46,4.4,0.87,4,7,2,0
C-2795,3,70480,0.29,4.4,0.07,0,3,3,1
C-2796,8,57960,0.63,5.2,0.37,13,7,4,0
C-2797,23,46152,0.78,7.2,0.96,11,2,3,1
C-2798,14,32250,0.68,6.1,0.01,12,0,1,0
C-2799,27,90765,0.31,2.3,0.89,13,7,4,0
C-2800,29,53137,0.76,2.7,0.37,11,10,3,0
C-2801,1,87011,0.33,5.1,0.19,12,5,2,0
C-2802,17,51412,0.26,8.1,0.01,5,8,4,1
C-2803,30,48876,0.72,8.5,0.07,14,2,4,0
C-2804,13,99547,0.86,7.1,0.17,15,7,3,0
C-2805,21,78664,0.53,10.5,0.03,8,8,0,1
C-2806,19,55227,0.58,10.5,0.34,7,8,2,0
C-2807,19,37450,0.37,6.3,0.04,4,6,2,0
C-2808,25,89433,0.55,2.2,0.69,14,10,3,0
C-2809,22,78704,0.22,7.7,0.82,6,9,1,0
C-2810,31,11861,0.96,5.6,0.89,16,2,1,1
C-2811,17,66914,0.82,2.4,0.55,15,2,0,1
C-2812,23,68888,0.7,13.8,0.95,10,1,0,0
C-2813,32,84286,0.58,5.5,0.01,6,0,3,1
C-2814,10,66293,0.81,8.9,0.13,10,1,1,0
C-2815,10,87524,0.55,7.1,0.29,1,4,2,0
C-2816,8,73515,0.37,2.4,0.79,1,0,1,0
C-2817,20,28524,0.24,1.2,0.89,5,9,3,1
C-2818,32,12065,0.68,8.9,0.62,2,3,1,0
C-2819,14,42684,0.94,3.8,0.38,0,10,4,1
C-2820,28,93720,0.24,3.8,0.67,19,9,3,1
C-2821,24,38365,0.26,13.4,0.18,15,9,4,1
C-2822,15,63876,0.49,6.7,0.46,13,0,3,0
C-2823,22,28704,0.83,0.9,0.51,16,9,2,0
C-2824,30,62857,0.36,5.1,0.1,17,7,3,0
C-2825,4,10622,0.33,8.4,0.03,3,4,3,0
C-2826,13,88797,0.66,4.9,0.75,2,9,3,0
C-2827,23,98955,0.58,0.9,0.53,7,3,3,1
C-2828,8,96141,0.15,6.5,0.33,3,2,0,1
C-2829,18,99707,0.17,1.9,0.44,14,8,4,1
C-2830,12,92700,0.68,8.9,0.96,12,5,3,0
C-2831,31,84332,0.52,8.9,0.38,13,0,3,1
C-2832,14,71201,0.97,1.0,0.1,13,7,0,0
C-2833,34,37694,0.71,4.4,0.46,4,9,1,0
C-2834,18,94766,0.11,6.1,0.65,4,1,0,0
C-2835,34,27995,0.53,7.9,0.01,12,8,0,1
C-2836,11,97320,0.47,4.5,0.33,3,10,0,0
C-2837,12,85141,0.2,4.4,0.39,17,6,3,1
C-2838,15,87999,0.93,13.8,0.46,5,2,0,0
C-2839,31,13419,0.82,1.1,0.3,4,3,0,1
C-2840,29,52952,0.31,13.9,0.67,2,2,0,1
C-2841,26,38837,0.33,1.1,0.94,19,5,3,1
C-2842,18,75799,0.13,4.4,0.91,2,8,2,0
C-2843,32,53877,0.37,7.2,0.66,2,9,2,0
C-2844,22,50687,0.63,2.4,0.51,19,8,1,0
C-2845,17,42276,0.48,2.3,0.83,1,0,3,1
C-2846,23,39523,0.97,4.0,0.84,19,9,0,0
C-2847,24,71055,0.15,13.6,0.83,17,5,0,1
C-2848,8,59615,0.63,5.6,0.16,9,0,0,1
C-2849,6,15514,0.87,8.1,0.03,6,10,2,0
C-2850,5,52456,0.53,10.0,0.98,19,3,0,1
C-2851,29,12233,0.1,10.5,0.96,13,6,0,0
C-2852,28,6102,0.32,9.8,0.56,9,3,2,0
C-2853,11,71133,0.39,5.0,0.99,19,8,0,0
C-2854,1,51715,0.97,2.0,0.77,15,9,1,0
C-2855,19,90193,0.92,4.3,0.52,5,4,4,0
C-2856,9,11256,0.95,3.3,0.39,16,8,1,0
C-2857,27,69800,0.84,2.3,0.59,5,0,3,1
C-2858,34,99937,0.42,0.8,0.52,17,3,1,1
C-2859,4,46548,0.92,13.1,0.99,9,6,1,0
C-2860,18,77090,0.98,12.9,0.49,9,1,2,0
C-2861,15,83200,0.42,1.2,0.84,8,8,3,0
C-2862,13,47367,0.33,2.8,0.81,14,2,1,0
C-2863,19,94922,0.59,2.4,0.07,10,3,4,1
C-2864,6,75382,0.27,4.3,0.09,6,3,1,0
C-2865,12,31205,0.13,3.3,0.66,17,7,0,1
C-2866,17,30570,0.95,13.3,0.26,1,1,2,0
C-2867,23,35255,0.93,1.6,0.66,1,4,0,0
C-2868,26,26182,0.25,3.4,0.14,12,1,3,1
C-2869,29,44373,0.47,1.6,0.4,10,5,3,1
C-2870,33,48019,0.85,13.7,0.1,18,8,2,0
C-2871,27,67619,0.69,12.9,0.28,19,8,1,0
C-2872,25,21043,0.46,10.2,0.09,0,0,3,1
C-2873,10,50532,0.77,6.3,0.97,16,3,4,0
C-2874,23,70936,0.91,3.1,0.4,19,3,2,1
C-2875,21,24239,0.93,3.5,0.9,17,0,0,1
C-2876,21,15416,0.44,6.5,0.97,7,9,4,1
C-2877,13,8412,0.26,10.9,0.91,12,1,2,1
C-2878,33,86976,0.92,4.1,0.45,3,5,4,1
C-2879,24,29406,0.18,4.7,0.78,18,9,2,0
C-2880,11,6875,0.75,8.6,0.15,2,2,0,0
C-2881,17,42066,0.23,3.7,0.09,5,8,1,1
C-2882,4,10752,0.45,8.4,0.88,5,2,2,1
C-2883,25,91753,0.47,5.7,0.03,5,2,3,1
C-2884,30,83025,0.24,1.0,0.97,7,8,0,0
C-2885,9,6353,0.93,5.9,0.67,16,2,0,0
C-2886,21,31986,0.1,12.9,0.42,9,5,4,0
C-2887,20,91907,0.9,4.5,0.14,4,5,3,0
C-2888,19,19691,0.9,4.9,0.72,18,0,4,1
C-2889,19,74847,0.39,1.4,0.56,10,6,0,1
C-2890,12,53075,0.73,8.8,0.71,9,8,2,0
C-2891,17,15794,0.33,12.0,0.42,2,8,3,0
C-2892,28,73470,0.78,5.3,0.07,9,8,0,0
C-2893,35,21406,0.61,3.7,0.31,1,1,3,0
C-2894,18,80930,0.37,13.4,0.32,8,0,2,0
C-2895,14,31872,0.46,10.6,0.01,4,5,1,0
C-2896,35,46708,0.72,8.2,0.01,16,5,4,1
C-2897,7,25800,0.92,4.6,0.33,5,3,4,1
C-2898,13,48397,0.22,3.5,0.73,10,7,0,1
C-2899,18,42909,0.61,10.2,0.62,4,4,0,0
C-2900,13,26352,0.33,7.5,0.24,6,6,2,0
C-2901,31,98848,0.82,7.5,0.6,6,8,0,0
C-2902,2,20438,0.16,1.5,0.65,3,0,0,1
C-2903,16,93921,0.72,7.4,0.52,9,8,0,0
C-2904,9,49999,0.26,11.6,0.52,17,3,3,0
C-2905,9,23482,0.64,13.3,0.37,0,6,3,0
C-2906,11,37471,0.85,1.9,0.12,13,10,1,0
C-2907,22,52279,0.78,9.0,0.39,5,3,3,1
C-2908,33,59213,0.78,8.2,0.35,10,3,4,1
C-2909,23,18026,0.57,12.5,0.59,13,3,1,1
C-2910,34,90184,0.9,10.6,0.86,19,5,0,0
C-2911,9,10435,0.63,13.5,0.38,2,4,4,0
C-2912,24,13493,0.93,13.5,0.71,15,1,1,1
C-2913,8,77227,0.59,3.5,0.81,15,8,1,0
C-2914,7,64321,0.56,10.3,0.21,6,10,4,0
C-2915,18,7763,0.3,7.7,0.9,7,5,1,0
C-2916,3,25389,0.59,3.4,0.07,3,9,4,0
C-2917,28,36498,0.23,3.1,0.9,11,5,1,1
C-2918,6,68755,0.88,1.6,0.16,11,8,1,1
C-2919,21,40825,0.71,11.2,0.34,9,0,1,0
C-2920,28,21934,0.99,4.9,0.61,11,6,4,0
C-2921,1,10574,0.18,12.1,0.91,10,2,1,1
C-2922,21,43179,0.32,8.7,0.26,10,3,3,1
